epoch,d_loss,d_true_loss,d_gene_loss,g_loss,d_val_loss,d_true_val_loss,d_gene_val_loss,d_true_val_acc,d_gene_val_acc
1,0.3950244188308716,0.3514021337032318,0.43864670395851135,0.4817109704017639,0.6564426422119141,0.7771492004394531,0.535736083984375,0.0,1.0
2,0.38197532296180725,0.37684574723243713,0.38710489869117737,0.9741297960281372,0.6694959402084351,0.7645402550697327,0.5744516253471375,0.0022321429569274187,1.0
3,0.37922918796539307,0.388580322265625,0.36987802386283875,0.6461488008499146,0.6824531555175781,0.747712254524231,0.6171940565109253,0.0066964286379516125,1.0
4,0.4024345576763153,0.41988953948020935,0.38497957587242126,0.7712496519088745,0.6940188407897949,0.7098230719566345,0.6782145500183105,0.2544642984867096,0.8950892686843872
5,0.4186389148235321,0.4217544496059418,0.41552338004112244,1.3606938123703003,0.6840306520462036,0.7258421182632446,0.6422192454338074,0.0011160714784637094,1.0
6,0.3655908703804016,0.36580565571784973,0.3653760552406311,1.5694643259048462,0.6759401559829712,0.7465927004814148,0.6052875518798828,0.0,1.0
7,0.42823392152786255,0.4418236315250397,0.4146442413330078,1.495784878730774,0.6805263161659241,0.7275515794754028,0.6335010528564453,0.0535714291036129,1.0
8,0.4425579309463501,0.46757620573043823,0.41753965616226196,1.643837332725525,0.6944584846496582,0.700556218624115,0.6883608102798462,0.3337053656578064,0.5558035969734192
9,0.43446052074432373,0.4489910304546356,0.41992998123168945,0.9872959852218628,0.680855929851532,0.7044911980628967,0.6572206616401672,0.2444196492433548,0.9854910969734192
10,0.38132235407829285,0.38966262340545654,0.37298208475112915,1.0819236040115356,0.6911963224411011,0.7200592160224915,0.6623333692550659,0.0446428582072258,0.9910714030265808
11,0.43514662981033325,0.4552532732486725,0.415039986371994,1.5557373762130737,0.6879401803016663,0.7025810480117798,0.6732993125915527,0.296875,0.9631696343421936
12,0.38005000352859497,0.3791114091873169,0.38098862767219543,0.7512452602386475,0.6907042860984802,0.7181835174560547,0.6632250547409058,0.0580357126891613,0.9564732313156128
13,0.4858837127685547,0.49219247698783875,0.47957494854927063,1.1394450664520264,0.6881346702575684,0.7242064476013184,0.6520629525184631,0.0602678582072258,0.9866071343421936
14,0.5142821073532104,0.5253117680549622,0.5032524466514587,1.6526739597320557,0.688385009765625,0.7145395874977112,0.662230372428894,0.1216517835855484,0.9921875
15,0.5283857583999634,0.5427209138870239,0.5140505433082581,1.8139885663986206,0.6893675327301025,0.7107922434806824,0.6679428815841675,0.1026785746216774,0.9787946343421936
16,0.52358478307724,0.5346329808235168,0.5125365853309631,1.3209850788116455,0.6932492256164551,0.6930603384971619,0.6934380531311035,0.5022321343421936,0.4810267984867096
17,0.5803169012069702,0.5918110609054565,0.5688228011131287,1.6710940599441528,0.6929296255111694,0.6899809241294861,0.6958783864974976,0.6216517686843872,0.4140625
18,0.5165972709655762,0.5264944434165955,0.5067000389099121,1.9236191511154175,0.6910755634307861,0.7022310495376587,0.6799200177192688,0.1763392835855484,0.9363839030265808
19,0.49707770347595215,0.4971752166748047,0.4969801902770996,1.2526323795318604,0.6873774528503418,0.698198676109314,0.6765561699867249,0.2957589328289032,0.9441964030265808
20,0.5011452436447144,0.5035752058029175,0.498715341091156,1.391686201095581,0.6907821297645569,0.6966236233711243,0.6849406361579895,0.3883928656578064,0.7321428656578064
21,0.47583502531051636,0.4888842701911926,0.4627858102321625,1.3464196920394897,0.6981110572814941,0.6879395842552185,0.7082825899124146,0.6729910969734192,0.1729910671710968
22,0.4592144787311554,0.4691377282142639,0.4492912292480469,1.2550443410873413,0.692758321762085,0.697422981262207,0.6880937218666077,0.3772321343421936,0.6796875
23,0.5070184469223022,0.5157885551452637,0.4982483685016632,1.7424746751785278,0.692274808883667,0.7019730806350708,0.6825765371322632,0.2008928507566452,0.8861607313156128
24,0.47205811738967896,0.48440536856651306,0.45971083641052246,1.0067882537841797,0.6922202110290527,0.6991291046142578,0.6853112578392029,0.2935267984867096,0.7287946343421936
25,0.43874916434288025,0.4343651533126831,0.4431331753730774,1.112382173538208,0.6932876110076904,0.706365704536438,0.6802094578742981,0.1852678507566452,0.7198660969734192
26,0.45079904794692993,0.4617093503475189,0.43988877534866333,0.8328041434288025,0.6989096403121948,0.6835649609565735,0.7142542600631714,0.7254464030265808,0.1082589253783226
27,0.4869082570075989,0.48826783895492554,0.48554864525794983,0.6962952017784119,0.6930688619613647,0.7170881628990173,0.6690495610237122,0.0613839291036129,0.9642857313156128
28,0.45735490322113037,0.4544772207736969,0.46023255586624146,0.7592819929122925,0.6888102293014526,0.7241238355636597,0.6534966826438904,0.0167410708963871,0.9955357313156128
29,0.5459402799606323,0.5617649555206299,0.53011554479599,1.1431264877319336,0.6910200119018555,0.6922198534011841,0.6898201107978821,0.5502232313156128,0.5245535969734192
30,0.48487645387649536,0.48070207238197327,0.48905083537101746,0.9885218739509583,0.6929810047149658,0.701799750328064,0.6841622591018677,0.2622767984867096,0.7522321343421936
31,0.4850933253765106,0.49025705456733704,0.4799295961856842,1.276903748512268,0.6938881874084473,0.6985500454902649,0.6892262697219849,0.3638392984867096,0.5524553656578064
32,0.4770112633705139,0.4695644974708557,0.4844580292701721,1.3037678003311157,0.6912636756896973,0.7136111259460449,0.6689161658287048,0.0691964253783226,0.9620535969734192
33,0.43667417764663696,0.4340304434299469,0.439317911863327,0.7999995350837708,0.6936991214752197,0.7061304450035095,0.6812677979469299,0.2243303507566452,0.8504464030265808
34,0.47265124320983887,0.4749596416950226,0.47034287452697754,0.9699917435646057,0.6928643584251404,0.6935760378837585,0.6921526789665222,0.5044642686843872,0.546875
35,0.4747500419616699,0.47709235548973083,0.4724076986312866,1.0676722526550293,0.6934788227081299,0.7046833038330078,0.6822744011878967,0.2265625,0.7912946343421936
36,0.4439012408256531,0.44373926520347595,0.4440631866455078,0.9115937948226929,0.6914493441581726,0.7039769887924194,0.6789216995239258,0.2477678507566452,0.8370535969734192
37,0.49992835521698,0.50421541929245,0.4956412613391876,0.9294111728668213,0.6904538869857788,0.7070135474205017,0.6738942861557007,0.1685267835855484,0.8493303656578064
38,0.4424437880516052,0.44056838750839233,0.4443191587924957,0.792564868927002,0.6943094730377197,0.6917052865028381,0.6969136595726013,0.5602678656578064,0.3828125
39,0.5253055095672607,0.5292749404907227,0.521336019039154,0.9031670689582825,0.6937364339828491,0.6947588324546814,0.6927140951156616,0.4765625,0.5
40,0.5811992883682251,0.570842981338501,0.591555655002594,1.3197804689407349,0.6929214000701904,0.7016932368278503,0.6841495633125305,0.3024553656578064,0.6986607313156128
41,0.5017039775848389,0.4923856258392334,0.5110222697257996,0.8771447539329529,0.6943100690841675,0.6825801730155945,0.7060399651527405,0.7734375,0.2611607015132904
42,0.5907869338989258,0.5803600549697876,0.6012138724327087,1.1376227140426636,0.691371500492096,0.6961899995803833,0.6865530014038086,0.4341517984867096,0.6584821343421936
43,0.5178882479667664,0.5213943719863892,0.5143821239471436,0.8745256066322327,0.6932047605514526,0.7033032178878784,0.6831063032150269,0.2979910671710968,0.7154017686843872
44,0.49811026453971863,0.4895002841949463,0.506720244884491,0.6604432463645935,0.6910451054573059,0.6812407374382019,0.7008494734764099,0.7734375,0.2756696343421936
45,0.6134306192398071,0.5974323153495789,0.6294288635253906,1.1131082773208618,0.6935669779777527,0.7084892988204956,0.6786446571350098,0.1685267835855484,0.8303571343421936
46,0.5605887174606323,0.5415440797805786,0.5796332955360413,0.8124919533729553,0.6923931837081909,0.69831383228302,0.6864725351333618,0.3973214328289032,0.6517857313156128
47,0.5518298149108887,0.5385581851005554,0.5651014447212219,0.8958945870399475,0.6922202706336975,0.7072316408157349,0.6772089004516602,0.2254464328289032,0.7879464030265808
48,0.6356732845306396,0.6311270594596863,0.6402195692062378,1.210515022277832,0.6930549144744873,0.7137308120727539,0.6723790764808655,0.1127232164144516,0.8917410969734192
49,0.5419046878814697,0.5418354272842407,0.5419739484786987,0.8470591306686401,0.6928821802139282,0.709186851978302,0.6765775680541992,0.1339285671710968,0.8660714030265808
50,0.6030253171920776,0.5981746912002563,0.6078759431838989,1.136320948600769,0.6898486614227295,0.7331158518791199,0.6465815305709839,0.005580357275903225,0.9933035969734192
51,0.5405727624893188,0.5373395681381226,0.5438059568405151,0.9513332843780518,0.6936514377593994,0.7199563980102539,0.6673465371131897,0.02790178544819355,0.9319196343421936
52,0.4999092221260071,0.48576393723487854,0.514054536819458,0.746240496635437,0.6939764022827148,0.729727566242218,0.6582251787185669,0.0234375,0.9765625
53,0.6113024353981018,0.6101665496826172,0.6124383211135864,0.978293776512146,0.6957085132598877,0.7176652550697327,0.6737518310546875,0.1104910746216774,0.8627232313156128
54,0.4991894066333771,0.49656426906585693,0.5018145442008972,0.7593470811843872,0.6941007375717163,0.709338366985321,0.6788631081581116,0.1484375,0.7935267686843872
55,0.48130232095718384,0.45655930042266846,0.5060453414916992,0.793574333190918,0.6928322315216064,0.7218989133834839,0.663765549659729,0.0736607164144516,0.9631696343421936
56,0.4707685112953186,0.47673696279525757,0.464800089597702,0.6726745367050171,0.6924878358840942,0.7179418206214905,0.667033851146698,0.0770089253783226,0.9051339030265808
57,0.5881379246711731,0.5622214674949646,0.6140543818473816,1.0295042991638184,0.6951891779899597,0.7347887754440308,0.6555895805358887,0.01897321455180645,0.9910714030265808
58,0.5900331139564514,0.5929100513458252,0.5871561765670776,0.9661401510238647,0.6882486343383789,0.7399095892906189,0.6365876793861389,0.008928571827709675,0.9966517686843872
59,0.6006824374198914,0.581234872341156,0.6201300024986267,1.0284631252288818,0.6915192008018494,0.7684294581413269,0.6146089434623718,0.0011160714784637094,1.0
60,0.6315594911575317,0.6369336843490601,0.6261853575706482,0.9095718264579773,0.6968506574630737,0.7644468545913696,0.6292544603347778,0.0011160714784637094,0.9977678656578064
61,0.4475339651107788,0.4348601698875427,0.4602077305316925,0.7345638275146484,0.686072587966919,0.7509217262268066,0.6212233901023865,0.0033482143189758062,0.9921875
62,0.5485915541648865,0.5276268720626831,0.5695562362670898,0.8424788117408752,0.6900539994239807,0.7432712912559509,0.6368367075920105,0.010044642724096775,0.9933035969734192
63,0.49153512716293335,0.4820323884487152,0.5010378360748291,0.7077003121376038,0.6901764869689941,0.7256117463111877,0.6547412872314453,0.0613839291036129,0.9475446343421936
64,0.4566662013530731,0.4439294636249542,0.469402939081192,0.5762881636619568,0.6893846988677979,0.7347317934036255,0.6440375447273254,0.02901785634458065,0.9933035969734192
65,0.5275130867958069,0.5078201293945312,0.5472060441970825,0.8791065812110901,0.6959631443023682,0.7527526021003723,0.6391736268997192,0.0033482143189758062,0.9877232313156128
66,0.5723866820335388,0.5674950480461121,0.5772783160209656,0.8606512546539307,0.6955479383468628,0.7477055788040161,0.6433902382850647,0.0078125,0.9866071343421936
67,0.600990891456604,0.5692495703697205,0.6327322125434875,0.723081648349762,0.6948503255844116,0.7264519929885864,0.6632486581802368,0.0368303582072258,0.9698660969734192
68,0.4110099673271179,0.41081148386001587,0.41120848059654236,0.47262540459632874,0.6882690191268921,0.7406653761863708,0.6358726620674133,0.02566964365541935,0.9832589030265808
69,0.4516565203666687,0.43565070629119873,0.46766236424446106,0.4933411478996277,0.6892118453979492,0.7561516761779785,0.6222720742225647,0.0078125,0.9933035969734192
70,0.5250765085220337,0.5131464600563049,0.5370064973831177,0.6498849391937256,0.695824384689331,0.754782497882843,0.6368662714958191,0.010044642724096775,0.9754464030265808
71,0.5250909328460693,0.49958038330078125,0.5506015419960022,0.6277197003364563,0.699924647808075,0.7444595098495483,0.6553897857666016,0.01227678544819355,0.9732142686843872
72,0.5921540260314941,0.5801032185554504,0.6042048335075378,0.8430067300796509,0.6938832998275757,0.7668579816818237,0.6209086179733276,0.0022321429569274187,1.0
73,0.51893150806427,0.5211019515991211,0.5167611241340637,0.6189364790916443,0.688334584236145,0.7373105883598328,0.639358639717102,0.03125,0.9899553656578064
74,0.5782644152641296,0.5618923306465149,0.5946364998817444,0.6899597644805908,0.6876574754714966,0.7564693093299866,0.6188456416130066,0.008928571827709675,0.9988839030265808
75,0.562853217124939,0.5452390909194946,0.5804674029350281,0.7378448247909546,0.6906044483184814,0.7481829524040222,0.6330259442329407,0.02008928544819355,0.9732142686843872
76,0.5362485647201538,0.5127995610237122,0.5596975088119507,0.556157648563385,0.6977811455726624,0.7517757415771484,0.6437865495681763,0.010044642724096775,0.9933035969734192
77,0.4303380846977234,0.4188682436943054,0.44180795550346375,0.3772412836551666,0.6975431442260742,0.7574127316474915,0.6376734972000122,0.0066964286379516125,0.9977678656578064
78,0.4762011170387268,0.45345360040664673,0.4989486634731293,0.48977598547935486,0.69782555103302,0.7594005465507507,0.6362504959106445,0.008928571827709675,0.9665178656578064
79,0.5221850872039795,0.4961749315261841,0.5481952428817749,0.5198366641998291,0.6954048871994019,0.7555225491523743,0.6352871656417847,0.008928571827709675,0.9955357313156128
80,0.5525904893875122,0.5396441221237183,0.5655367970466614,0.7010785937309265,0.6968194842338562,0.7327731847763062,0.6608657836914062,0.0546875,0.9363839030265808
81,0.5779516696929932,0.5684773921966553,0.5874258875846863,0.7037780284881592,0.6973363161087036,0.7467754483222961,0.6478972434997559,0.0223214291036129,0.9832589030265808
82,0.5376700162887573,0.5192998647689819,0.5560401678085327,0.7415500283241272,0.6985702514648438,0.7418636679649353,0.655276894569397,0.0245535708963871,0.9520089030265808
83,0.5849742889404297,0.5734133720397949,0.5965352058410645,0.7720358371734619,0.7006909847259521,0.7655768990516663,0.6358050107955933,0.010044642724096775,0.9866071343421936
84,0.5823858976364136,0.5899013876914978,0.5748704075813293,0.6859312057495117,0.6991797089576721,0.7425123453140259,0.6558470726013184,0.02566964365541935,0.9508928656578064
85,0.4746227264404297,0.4637066423892975,0.4855388104915619,0.4544529914855957,0.6907411813735962,0.7313321232795715,0.6501502394676208,0.0915178582072258,0.9263392686843872
86,0.5626909732818604,0.54609614610672,0.5792858600616455,0.7400506138801575,0.6947021484375,0.7227743864059448,0.6666299104690552,0.1026785746216774,0.8671875
87,0.5412530899047852,0.526513934135437,0.5559922456741333,0.6255669593811035,0.6950796842575073,0.7430630922317505,0.6470962166786194,0.03125,0.9665178656578064
88,0.5407006740570068,0.5182575583457947,0.563143789768219,0.6026325821876526,0.6921913623809814,0.7395059466362,0.6448768377304077,0.0412946417927742,0.9587053656578064
89,0.5808212757110596,0.5730857253074646,0.5885568261146545,0.6762118935585022,0.6982722282409668,0.7380474209785461,0.6584969758987427,0.0535714291036129,0.9274553656578064
90,0.5208879709243774,0.4881433844566345,0.5536326169967651,0.6321336030960083,0.6971719861030579,0.7359505295753479,0.6583934426307678,0.0658482164144516,0.921875
91,0.5812772512435913,0.5787009596824646,0.583853542804718,0.7290934920310974,0.6944979429244995,0.7366231083869934,0.6523728370666504,0.0502232126891613,0.9441964030265808
92,0.5571465492248535,0.5591050386428833,0.5551880598068237,0.6914791464805603,0.6890511512756348,0.7285308837890625,0.6495714783668518,0.0959821417927742,0.9386160969734192
93,0.5054466128349304,0.50184166431427,0.5090515613555908,0.5418673753738403,0.6893705129623413,0.7407762408256531,0.6379647850990295,0.0502232126891613,0.9799107313156128
94,0.4984397292137146,0.4845178425312042,0.5123615860939026,0.44262245297431946,0.693767786026001,0.7345705032348633,0.6529651284217834,0.0602678582072258,0.9419642686843872
95,0.4929080605506897,0.4787437617778778,0.507072389125824,0.6323270201683044,0.6893260478973389,0.7244526147842407,0.6541995406150818,0.109375,0.9185267686843872
